schedule|googlelink|marketname|products|address|id
06/20/2013 to 09/19/2013 Thu: 4:00 PM-8:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.958590%2C%20-77.224660%20(%22SHORTSVILLE+-+MANCHESTER+FARMERS+MARKET%22)|SHORTSVILLE - MANCHESTER FARMERS MARKET|Baked goods; Crafts and/or woodworking items; Fresh fruit and vegetables; Fresh and/or dried herbs; Plants in containers; Soap and/or body care products|Water Street, Shortsville, New York, 14548|1000786
07/01/2011 to 10/31/2011 <br> <br> <br> |http://maps.google.com/?q=40.3355%2C%20-80.5959%20(%22Brooke+County+Farmers+Market%22)|Brooke County Farmers Market||Follansbee City Building, Follansbee, West Virginia, 26037|1000787
07/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=40.4091875%2C%20-80.5470929%20(%22Weirton+Farmers+Market%22)|Weirton Farmers Market||306-308 Penco Road, Weirton, West Virginia, 26062|1000788
07/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=40.4037733%2C%20-80.5877512%20(%22Weirton+Events+Center%22)|Weirton Events Center||3322 East Street, Weirton, West Virginia, 26062|1000789
04/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=39.2929004%2C%20-76.6214780%20(%22Baltimore+Farmers''+Market%22)|Baltimore Farmers'''' Market||400 unit block of Saratoga Street, Baltimore, Maryland, 21210|1000790
04/05/2014 to 11/29/2014 Sat: 8:00 AM-;<br> <br> <br> |http://maps.google.com/?q=37.486692%2C%20-122.232387%20(%22Redwood+City+Kiwanis+Farmers+Market%22)|Redwood City Kiwanis Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Nuts; Prepared foods (for immediate consumption); Soap and/or body care products|500 Arguello Street, Redwood City, California, 94063|1000791
05/01/2013 to 09/25/2013 Wed: 4:00 PM-8:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.9959563%2C%20-76.3618026%20(%22Millersville+Farmers+Market%22)|Millersville Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|163 West Frederick Street, Millersville, Pennsylvania, 17551|1000792
03/22/2014 to 10/25/2014 Sun: 8:00 AM-12:00 PM;<br>05/07/2014 to 10/29/2014 Wed: 4:00 PM-6:00 PM;<br> <br> |http://maps.google.com/?q=38.958621%2C%20-92.364051%20(%22Columbia+Farmers+Market%22)|Columbia Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|1701 West Ash, Columbia, Missouri, 65201|1000793
05/01/2014 to 10/30/2014 Thu: 3:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.909757%2C%20-92.352550%20(%22Columbia+Farmers+Market%22)|Columbia Farmers Market|Baked goods; Fresh fruit and vegetables|3900 Forum Blvd, Columbia, Missouri, 65203|1000794
11/01/2014 to 03/28/2015 Sun: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.967403%2C%20-92.344643%20(%22Columbia+Farmers+Market%22)|Columbia Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|601 Business Loop 70 W, Columbia, Missouri, 65203|1000795
04/20/2013 to 10/19/2013 Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=37.658606%2C%20-95.45264%20(%22Chanute+Farmers+Market%22)|Chanute Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers|Santa Fe Park-South Santa Fe Street, Chanute, Kansas, 66720|1000798
04/24/2013 to 10/26/2013 Wed: 3:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.044786%2C%20-76.065130%20(%22Centreville+Farmers''+Market%22)|Centreville Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Plants in containers; Poultry; Trees, shrubs; Wine, beer, hard cider|101 Lawyers Row, Centreville, Maryland, 21617|1000799
 <br> <br> <br> |http://maps.google.com/?q=42.5476%2C%20-113.761%20(%22Mini-Cassia+Farmers''+Market%22)|Mini-Cassia Farmers'''' Market||Gossner Cheese Outlet Store, Burley, Idaho, 83318|1000800
 <br> <br> <br> |http://maps.google.com/?q=30.6178%2C%20-84.664%20(%22Wellsprings+Farmers+Market%22)|Wellsprings Farmers Market||321 South Jackson Street, Quincy, Florida, 32351|1000802
06/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=39.820469%2C%20-100.528829%20(%22Oberlin+Farmers+Market%22)|Oberlin Farmers Market||104 S. Penn St., Oberlin, Kansas, 67749|1000806
05/03/2014 to 11/26/2014 Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.765635%2C%20-78.633013%20(%22East+Aurora+Farmers+Market%22)|East Aurora Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Soap and/or body care products; Trees, shrubs|Grey St, East Aurora, New York, 14052|1000807
05/05/2014 to 10/27/2014 Mon: 3:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.2994549%2C%20-90.4076327%20(%22Carrollton%2c+Illinois+Chamber+of+Commerce+Farmer''s+Market%22)|Carrollton, Illinois Chamber of Commerce Farmer''''s Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption)|524 S.5th St., Carrollton, Illinois, 62016|1000808
 <br> <br> <br> |http://maps.google.com/?q=47.8992%2C%20-90.4047%20(%22Cook+County+Farm+and+Craft+Market%22)|Cook County Farm and Craft Market||Senior Center Parking Lot, Grand Marais, Minnesota, 55604|1000809
 <br> <br> <br> |http://maps.google.com/?q=38.0251%2C%20-78.0042%20(%22Louisa+County+Farmers+Market%22)|Louisa County Farmers Market||Glen Marye Shopping Center Parking Lot, Louisa, Virginia, 23093|1000810
 <br> <br> <br> |http://maps.google.com/?q=43.3785%2C%20-92.9204%20(%22St.+Ansgar+Farmers+Market%22)|St. Ansgar Farmers Market||Corner of 4th & School Streets, St. Ansgar, Iowa, 50472|1000812
06/01/2011 to 09/31/2011 <br> <br> <br> |http://maps.google.com/?q=48.2417%2C%20-116.297%20(%22Hope+Community+Market%22)|Hope Community Market||415 Wellington Place, HOpe, Idaho, 83836|1000813
01/01/2014 to 12/31/2014 Sat: 7:00 AM-12:00 PM;<br> Sat: 8:00 AM-12:00 PM;<br> <br> |http://maps.google.com/?q=34.75684%2C%20-92.31773%20(%22Hillcrest+Farmers+Market%22)|Hillcrest Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|2200 Kavanaugh Blvd, Little Rock, Arkansas, 72205|1000814
06/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=39.7525850%2C%20-75.5407000%20(%22Village+Fresh+Farmers+Market%22)|Village Fresh Farmers Market||2101 N Market St, Wilmington, Delaware, 19802|1000815
04/01/2012 to 10/31/2012 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=37.4335336%2C%20-76.3215915%20(%22Mathews+Farmers+Market%22)|Mathews Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Soap and/or body care products; Trees, shrubs|Court Street, Mathews, Virginia, 23109|1000816
01/04/2014 to 12/20/2014 Sat: 9:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.0687779%2C%20-115.1768402%20(%22fresh52+Farmers+%26+Artisan+Market+%40+Tivoli+Village%22)|fresh52 Farmers & Artisan Market @ Tivoli Village|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|302 S. Rampart, Las Vegas, Nevada, 89145|1000819
01/05/2014 to 12/21/2014 Sun: 8:30 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.0687779%2C%20-115.1768402%20(%22fresh52+Farmers+%26+Artisan+Market++%40+Sansone+Park+Place%22)|fresh52 Farmers & Artisan Market  @ Sansone Park Place|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|9480 S. Eastern Ave, Las Vegas, Nevada, 89123|1000820
 <br> <br> <br> |http://maps.google.com/?q=43.2153%2C%20-77.937%20(%22Brockport+Farmers+Market%22)|Brockport Farmers Market||Market St, between Main & Water Sts, Brockport, New York|1000821
06/18/2013 to 09/03/2013 Tue: 6:00 PM-8:00 PM;<br> <br> <br> |http://maps.google.com/?q=37.228671%2C%20-120.248644%20(%22Le+Grand+Certified+Farmers+Market%22)|Le Grand Certified Farmers Market|Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|Washington St. & Le Grand Rd., Le Grand, California, 95333|1000822
06/07/2014 to 09/27/2014 Sun: 7:30 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=37.056793%2C%20-120.846041%20(%22Los+Banos+Certified+Farmers+Market%22)|Los Banos Certified Farmers Market|Crafts and/or woodworking items; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Nuts; Prepared foods (for immediate consumption); Soap and/or body care products|Hwy 152 & Pacheco Park, Los Banos, California, 93635|1000824
 <br> <br> <br> |http://maps.google.com/?q=37.0597%2C%20-120.847%20(%22Los+Banos+Farmers+Market%22)|Los Banos Farmers Market||7th St. & J St., Le Grand, California, 95333|1000825
06/25/2014 to 08/27/2014 Wed: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.527207%2C%20-75.056961%20(%22The+Farmers''+Market+at+Sea+Colony%22)|The Farmers'''' Market at Sea Colony|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.|Route 1 and West Way, Bethany Beach, Delaware, 19930|1000826
06/01/2014 to 10/25/2014 Sat: 10:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.447940%2C%20-83.162105%20(%22Royal+Town+Farmer''s+Market%22)|Royal Town Farmer''''s Market|Baked goods; Fresh fruit and vegetables|20955 Wyoming, Ferndale, Michigan, 48220|1000827
01/01/2014 to 12/31/2014 Thu: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=33.2348%2C%20-117.024%20(%22Valley+Center+CFM%22)|Valley Center CFM||28751 Cole Grade Rd., Valley Center, California, 92082|1000831
 <br> <br> <br> |http://maps.google.com/?q=42.1429%2C%20-77.0547%20(%22Corning+Farmers+Market%22)|Corning Farmers Market||Riverfront Centennial Park, Gaffer District, Corning, New York, 14830|1000834
07/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=40.4557472222222%2C%20-109.524091666667%20(%22Ashley+Valley+Farmers''+Market+(Vernal)%22)|Ashley Valley Farmers'''' Market (Vernal)||Old Dinosaur Gardens on Main Street (~240East), Vernal, Utah|1000836
01/01/2014 to 12/13/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=29.5658%2C%20-95.2835%20(%22Pearland+Old+Townsite+Farmers+Market%22)|Pearland Old Townsite Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|2243 Grand Blvd., Pearland, Texas, 77581|1000838
 <br> <br> <br> |http://maps.google.com/?q=45.6295%2C%20-89.4078%20(%22Hodag+Farmers''+Market%22)|Hodag Farmers'''' Market||Pioneer Park 600-1000 Oneida Ave, Rhinelander, Wisconsin, 54501|1000839
04/27/2013 to 10/26/2013 Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=33.754246%2C%20-96.540384%20(%22Downtown+Denison+Farmers+Market%22)|Downtown Denison Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Soap and/or body care products|400 West Chestnut, Denison, Texas, 75020|1000841
06/02/2014 to 10/13/2014 Mon: 1:00 PM-5:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.0346430%2C%20-74.9864960%20(%22Herkimer+Farmers''+Market%22)|Herkimer Farmers'''' Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Soap and/or body care products|420 East German St, Herkimer, New York, 13350|1000842
01/01/2014 to 12/31/2014 Sat: 8:00 AM-12:30 PM;<br> <br> <br> |http://maps.google.com/?q=34.1828004%2C%20-118.3079771%20(%22Burbank+Certified+Farmers''+Market%22)|Burbank Certified Farmers'''' Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|150 N. Third Street Burbank, CA 91502, Burbank, California, 91502|1000843
06/01/2011 to 11/31/2011 <br> <br> <br> |http://maps.google.com/?q=37.006%2C%20-121.568%20(%22Gilroy+Downtown+Farmers+Market%22)|Gilroy Downtown Farmers Market||7341 Monterey Road, Gilroy, California, 95020|1000844
06/19/2014 to 10/23/2014 Thu: 3:00 PM-6:30 PM;<br> <br> <br> |http://maps.google.com/?q=42.7962355%2C%20-77.8167949%20(%22Geneseo+Farmers''+Market%22)|Geneseo Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|Center Street at Main Street, Geneseo, New York, 14454|1000845
06/01/2013 to 10/31/2013 Mon: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=33.318615%2C%20-91.292967%20(%22The+Village+Market%22)|The Village Market|Baked goods; Crafts and/or woodworking items; Fresh fruit and vegetables; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Prepared foods (for immediate consumption)|1482 Hwy 65 & 82 South, Lake Village, Arkansas, 71653|1000851
 <br> <br> <br> |http://maps.google.com/?q=34.721%2C%20-76.7198%20(%22Morehead+City+Curb+Market%22)|Morehead City Curb Market||13th Street and Evans Street, Morehead City, North Carolina, 28557|1000854
05/11/2013 to 10/26/2013 Sat: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.464167%2C%20-82.958729%20(%22Eastpointe+Farmers+Market%22)|Eastpointe Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|Gratiot Ave and Nine Mile Rd, Eastpointe, Michigan, 48021|1000855
05/18/2014 to 11/23/2014 Sun: 9:00 AM-1:00 PM;<br>12/21/2014 to 04/19/2015 Sun: 11:00 AM-1:00 PM;<br> <br> |http://maps.google.com/?q=40.504973%2C%20-74.871204%20(%22Hunterdon+Land+Trust+Farmers+Market%22)|Hunterdon Land Trust Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|111 Mine Street, Route 12 Circle, Flemington, New Jersey, 08822|1000859
